ID	脚本	剧情块	事件ID	指令序号	指令	简体中文
2652	trk	19	00002719	46	12	帕拉伽斯\n我是帕拉伽斯……\n你的父亲曾企图\n将我和布罗利一起杀死！
2653	trk	19	00002719	49	12	布罗利\n这份仇恨……就在这里清算！
2654	trk	19	00002719	53	12	特兰克斯\n爸爸！！
2655	trk	20	00002B01	14	14	布罗利\n呜咕啊啊啊啊！
2656	trk	20	00002B01	25	12	布罗利\n杀了你……杀掉！
2657	trk	20	00002B01	28	12	帕拉伽斯\n哈——哈哈哈哈！\n布罗利是无敌的！\n尝尝我们父子的仇恨吧！
2658	trk	21	00004E20	10	12	特兰克斯\n这下全部结束了。\n谢谢你们……\n悟空先生……
2659	trk	21	00004E20	16	17	一直生活在残酷未来的特兰克斯\n……以及布尔玛等人。
2660	trk	21	00004E20	17	17	真正的和平终于降临。\n只要特兰克斯还在，\n这份和平就一定会被守护下去……
2661	trk	22	00004E21	10	12	贝吉塔\n可……恶，真是个难缠的家伙！\n特兰克斯！
2662	trk	22	00004E21	13	12	特兰克斯\n好，爸爸！
2663	trk	22	00004E21	35	17	特兰克斯与贝吉塔\n将两人的力量合而为一。
2664	trk	22	00004E21	36	17	那股强大的能量\n贯穿了布罗利与帕拉伽斯。
2665	trk	22	00004E21	42	12	贝吉塔\n这样一来，就算回到未来\n也不会有问题……\n别死了。
2666	trk	22	00004E21	45	12	特兰克斯\n好……！
2667	trk	22	00004E21	65	12	\n获得团队必杀技\n“伽力克爆裂”！
2668	trk	22	00004E21	66	12	\n让超级赛亚人特兰克斯与超级赛亚人贝吉塔组队，\n在气力达到200的状态下，\n触碰团队必杀技按钮！
2669	tut	0	00002710	16	12	比克\n……嗯。\n气确实相当惊人……
2670	tut	0	00002710	17	12	比克\n不过，你的动作又如何？\n听好了，移动的基本是……
2671	tut	0	00002710	20	12	悟天克斯\n那种事我早就知道了。\n这是常识！
2672	tut	0	00002710	23	12	比克\n少废话，给我听着！
2673	tut	0	00002710	24	12	比克\n移动的基本操作是十字键！
2674	tut	0	00002710	25	12	比克\n按一下便会向对应方向移动。\n连续按两下，\n就会向该方向冲刺。
2675	tut	0	00002710	28	12	悟天克斯\n都说我知道了啦……
2676	tut	0	00002710	31	12	比克\n既然如此，就赶快做！
2677	tut	0	00002710	43	13	分别完成1次普通移动和\n冲刺移动！
2678	tut	1	00002AF8	9	12	悟天克斯\n哼哼哼……
2679	tut	1	00002AF8	10	12	悟天克斯\n光看刚才的移动，\n你就已经明白我的实力了吧？
2680	tut	1	00002AF8	13	12	比克\n蠢货！
2681	tut	1	00002AF8	14	12	比克\n移动可不只有\n刚才那些！
2682	tut	1	00002AF8	17	12	悟天克斯\n那就把其他的也一起教了吧！
2683	tut	1	00002AF8	20	12	比克\n哼……\n等你有所长进后再教你。\n现在还有别的东西要学。
2684	tut	2	00002711	9	12	比克\n好了，接下来是攻击。
2685	tut	2	00002711	12	12	悟天克斯\n这次就交给我吧！
2686	tut	2	00002711	13	12	悟天克斯\nY键是轻攻击，\nX键是重攻击，对吧？
2687	tut	2	00002711	16	12	比克\n看来你多少还是懂一点。\n好，试着攻击我！
2688	tut	2	00002711	28	13	分别成功使出3次轻攻击和重攻击！
2689	tut	3	00002AF9	10	12	悟天克斯\n嘿嘿～\n轻轻松松！
2690	tut	3	00002AF9	13	12	比克\n唔……力量倒是不俗。\n不过，攻击可不只是\n胡乱连按按键。
2691	tut	3	00002AF9	14	12	比克\n在冲刺中发动攻击，\n便是冲刺攻击。
2692	tut	3	00002AF9	15	12	比克\n在后撤冲刺中发动攻击，\n便会使出佯攻。\n你明白了吧！
2693	tut	3	00002AF9	20	12	悟天克斯\n欸……？
2694	tut	3	00002AF9	23	12	悟天克斯\n…………
2695	tut	3	00002AF9	26	12	悟天克斯\n嘿嘿嘿……\n当、当然知道啦！！
2696	tut	4	00002712	10	12	比克\n接下来是防御！
2697	tut	4	00002712	13	12	悟天克斯\n欸——！？
2698	tut	4	00002712	16	12	比克\n怎么，你有意见吗？
2699	tut	4	00002712	19	12	悟天克斯\n可是，防御听起来\n就感觉很弱嘛。
2700	tut	4	00002712	22	12	比克\n蠢货！\n防御十分重要！\n一次防御就足以改变战局！
2701	tut	4	00002712	23	12	比克\n按住B键即可防御。\n试试看！
2702	tut	4	00002712	26	12	悟天克斯\n唔叽叽叽叽叽！！
2703	tut	4	00002712	29	12	比克\n不过，在防御状态下不断受到攻击，\n量表就会累积，\n最终发生防御崩溃。
2704	tut	4	00002712	32	12	悟天克斯\n防御崩溃时无法行动，\n会让对手有机可乘，\n所以要小心，对吧？
2705	tut	4	00002712	33	12	悟天克斯\n这种事可是常识！
2706	tut	4	00002712	36	12	比克\n……你们这两个臭小鬼！
2707	tut	4	00002712	48	13	成功防御3次攻击！
2708	tut	5	00002AFA	9	12	比克\n怎么样？\n现在明白防御有多重要了吧？
2709	tut	5	00002AFA	12	12	悟天克斯\n痛痛痛……\n太过分了，比克叔叔。\n一点都不手下留情……
2710	tut	5	00002AFA	15	12	比克\n哼。\n这就说明防御有多么重要！
2711	tut	6	00002713	11	12	雅木茶\n哟！\n怎么样，小鬼们？
2712	tut	6	00002713	14	12	比克\n不对！！ 再来一次！
2713	tut	6	00002713	21	12	天津饭\n看来前路多艰啊……
2714	tut	6	00002713	24	12	比克\n还要我说多少遍！！\n嗯？来得正好。
2715	tut	6	00002713	27	12	雅木茶\n怎么了？\n有什么需要帮忙的吗？
2716	tut	6	00002713	30	12	比克\n我要教他们支援的作用。\n你们来帮忙。
2717	tut	6	00002713	33	12	天津饭\n……好吧。
2718	tut	6	00002713	36	12	悟天克斯\n喂喂，什么是支援？
2719	tut	6	00002713	39	12	比克\n支援攻击是\n队伍中有支援角色时\n才能使用的行动。
2720	tut	6	00002713	40	12	比克\n在下方画面的触摸屏上，\n触碰支援角色，\n即可发动支援攻击。
2721	tut	6	00002713	41	12	比克\n每名角色的使用次数有限，\n注意这一点，试试看！
2722	tut	6	00002713	53	13	通过触摸屏\n发动支援攻击！
2723	tut	7	00002AFB	14	12	雅木茶\n喝呀！！
2724	tut	7	00002AFB	17	12	雅木茶\n看招！！
2725	tut	7	00002AFB	20	12	雅木茶\n狼牙风风拳！！
2726	tut	7	00002AFB	45	12	天津饭\n雅、雅木茶……\n喂、喂！
2727	tut	7	00002AFB	48	12	雅木茶\n少、少啰嗦！\n这可是我最大的表现机会！！
2728	tut	7	00002AFB	51	12	比克\n…………
2729	tut	8	00002714	15	12	悟天克斯\n喂，比克叔叔。\n就算是我也累了啦。
2730	tut	8	00002714	18	12	比克\n你以为现在有空休息吗！\n不知道魔人布欧\n什么时候就会出现！
2731	tut	8	00002714	23	12	琪琪\n比克！\n你摆什么威风啊！！
2732	tut	8	00002714	26	12	比克\n摆、摆威风……？
2733	tut	8	00002714	29	12	布尔玛\n就是啊！你以为自己是谁！
2734	tut	8	00002714	33	12	琪琪\n他们两个还只是孩子！
2735	tut	8	00002714	42	12	布尔玛\n多少让他们休息一下！
2736	tut	8	00002714	45	12	比克\n呃……唔……
2737	tut	8	00002714	48	12	克林\n好、好了……\n布尔玛、琪琪……
2738	tut	8	00002714	51	12	布尔玛\n怎么了，克林！\n你有意见吗？\n你也给我努力一点！
2739	tut	8	00002714	62	12	克林\n欸！？怎么扯到我了……\n算、算了。\n好，悟天克斯！
2740	tut	8	00002714	63	12	克林\n在触摸屏上触碰我！\n这样就能交替，\n你可以趁机休息！
2741	tut	8	00002714	66	12	比克\n嗯……没错。不过休息后，\n我可要加倍严格训练……
2742	tut	8	00002714	78	13	通过触摸屏完成交替！
2743	tut	9	00002AFC	12	12	比克\n交替会消耗气力。\n要在气力还有余量时使用。
2744	tut	9	00002AFC	13	12	比克\n……嗯？
2745	tut	9	00002AFC	15	12	悟天克斯\n呼～～～～……
2746	tut	9	00002AFC	17	12	比克\n别、别睡！\n你们这两个臭小鬼！！
2747	tut	10	00002715	10	12	比克\n好了，接下来\n教你如何运用气。
2748	tut	10	00002715	13	12	悟天克斯\n这种事轻轻松松！
2749	tut	10	00002715	26	12	比克\n神……神殿！！\n你、你们这两个大蠢货——！！
2750	tut	10	00002715	27	12	比克\n听好了！你们根本不做打算，\n就胡乱消耗气力！\n关键时刻筋疲力尽，我可不管！
2751	tut	10	00002715	28	12	比克\n气力会在各种场合使用。\n多积攒一些没有坏处！
2752	tut	10	00002715	31	12	悟天克斯\n知道啦，知道啦～\n按住R键，\n就能积蓄气力吧？
2753	tut	10	00002715	34	12	比克\n既然如此，就赶快做！
2754	tut	10	00002715	46	13	按住R键，\n将气力积蓄至200！
2755	tut	11	00002AFD	9	12	比克\n听好，我刚才也说过，\n气力会在\n各种场合使用。
2756	tut	11	00002AFD	10	12	比克\n轻攻击和重攻击命中时，\n也会逐渐积蓄气力。\n给我牢牢记住！！
2757	tut	11	00002AFD	11	12	比克\n听明白了吗！！
2758	tut	11	00002AFD	14	12	悟天克斯\n不就是弄坏了神殿嘛，\n也不用生那么大的气……
2759	tut	12	00002716	11	12	悟饭\n练得怎么样！\n悟天、特兰克斯！
2760	tut	12	00002716	14	12	悟天\n啊，哥哥！！
2761	tut	12	00002716	17	12	特兰克斯\n咦？\n悟饭哥哥，你怎么来了？
2762	tut	12	00002716	20	12	悟饭\n我听说你们正在\n接受比克叔叔的训练。
2763	tut	12	00002716	23	12	悟天\n哥哥！！\n你知道怎么飞得更快吗？
2764	tut	12	00002716	26	12	悟饭\n嗯？\n怎么，他还没教你们吗？
2765	tut	12	00002716	30	12	特兰克斯\n才不是呢。\n是他不肯教我们啦。
2766	tut	12	00002716	31	12	特兰克斯\n比克叔叔一定是\n嫉妒我们太强，\n才故意刁难我们！
2767	tut	12	00002716	34	12	悟饭\n比克叔叔这么做，\n应该有他的考虑……\n不过，算了。
2768	tut	12	00002716	35	12	悟饭\n你们已经会运用气，\n也会冲刺了吧？
2769	tut	12	00002716	40	12	悟天\n嗯！
2770	tut	12	00002716	43	12	悟饭\n那么，知道什么是\n追踪冲刺吗？
2771	tut	12	00002716	46	12	悟天\n不知道。
2772	tut	12	00002716	49	12	悟饭\n移动时按下R键，\n就能让身体缠绕气并高速移动。\n这就是追踪冲刺。
2773	tut	12	00002716	50	12	悟饭\n它会朝敌人的方向飞去，\n能在转眼间\n拉近与对手的距离。
2774	tut	12	00002716	62	13	成功使出追踪冲刺！
2775	tut	13	00002AFE	9	12	悟天克斯\n太好啦！\n不愧是我！
2776	tut	13	00002AFE	12	12	悟饭\n确实很厉害啊……
2777	tut	13	00002AFE	13	12	悟饭\n对了，追踪冲刺时\n也可以稍微用十字键\n调整方向……
2778	tut	13	00002AFE	16	12	悟天克斯\n嘿嘿，这种事\n我在途中\n就自己发现了。
2779	tut	13	00002AFE	19	12	悟饭\n…………
2780	tut	13	00002AFE	20	12	悟饭\n看来比克叔叔\n也挺辛苦的……
2781	tut	14	00002717	12	12	贝吉塔\n好，接下来教你们发射气弹。
2782	tut	14	00002717	15	12	悟天克斯\n好——
2783	tut	14	00002717	18	12	贝吉塔\n按A键发射弱气弹；\n按住R键再按A键，\n则会发射特殊气弹。知道吧？
2784	tut	14	00002717	21	12	悟天克斯\n当——然！
2785	tut	14	00002717	26	12	贝吉塔\n哼……\n那就用实战来证明吧。
2786	tut	14	00002717	29	12	贝吉塔\n接招！！
2787	tut	14	00002717	32	12	悟天克斯\n欸——！？
2788	tut	14	00002717	44	13	分别发射3次\n弱气弹和特殊气弹！
2789	tut	15	00002AFF	10	12	贝吉塔\n别得意忘形！\n你们这两个臭小鬼！！！
2790	tut	15	00002AFF	31	12	悟天克斯\n咿、咿呀呀～
2791	tut	15	00002AFF	34	12	贝吉塔\n哈……哈……\n呼……
2792	tut	15	00002AFF	35	12	贝吉塔\n得意忘形地胡乱发射气弹，\n气力转眼就会耗尽。\n等耗尽后再后悔就迟了！
2793	tut	15	00002AFF	38	12	悟天克斯\n好、好——……
2794	tut	16	00002718	11	12	克林\n好！\n这次由我来教你！
2795	tut	16	00002718	14	12	悟天克斯\n欸——让克林来教，\n真的没问题吗？
2796	tut	16	00002718	17	12	克林\n你、你说什么！\n说到防御，\n我可是公认的行家！
2797	tut	16	00002718	20	12	18号\n这又不是什么值得炫耀的事……
2798	tut	16	00002718	23	12	克林\n…………
2799	tut	16	00002718	24	12	克林\n总、总之，我来教你\n最强的防御手段——防护罩防御！
2800	tut	16	00002718	27	12	悟天克斯\n我知道啦。\n按住R键再按B键，\n就能张开防护罩吧？
2801	tut	16	00002718	30	12	克林\n欸……啊、对。
2802	tut	16	00002718	33	12	悟天克斯\n而且大多数攻击\n都能挡下来，对吧？
2803	tut	16	00002718	36	12	克林\n你、你已经知道了啊……\n但、但可不只有这些！\n它还有其他效果！
2804	tut	16	00002718	39	12	悟天克斯\n什么什么？\n快告诉我～
2805	tut	16	00002718	42	12	克林\n好！我用实战教你！\n试着用防护罩防御\n挡下我的攻击。
2806	tut	16	00002718	54	13	用防护罩防御挡下攻击！
2807	tut	17	00002B00	11	12	悟天克斯\n完全没搞懂！
2808	tut	17	00002B00	14	12	克林\n啧啧啧……听好了。\n发动防护罩防御时，\n也会消耗气力。
2809	tut	17	00002B00	15	12	克林\n而且发动期间，气力还会逐渐减少。
2810	tut	17	00002B00	16	12	克林\n不过，防护罩本身也有攻击力，\n还可以对对手\n造成伤害。
2811	tut	17	00002B00	19	12	悟天克斯\n……这个我也知道。
2812	tut	17	00002B00	22	12	克林\n啊，是、是吗……
2813	tut	18	00002719	12	12	悟空\n哟！
2814	tut	18	00002719	15	12	悟天\n咦？爸爸！\n你怎么会在这里？
2815	tut	18	00002719	18	12	悟空\n我有点担心\n你们这些小家伙，\n就偷偷飞过来看看。
2816	tut	18	00002719	22	12	特兰克斯\n嘿嘿～\n融合已经完全没问题了！
2817	tut	18	00002719	25	12	悟空\n真的吗？\n真厉害！做给我看看吧！
2818	tut	18	00002719	28	12	特兰克斯\n嘿嘿～来吧，悟天！！\n融——……
2819	tut	18	00002719	31	12	悟空\n咦？为什么不在超级赛亚人的状态下\n进行融合呢？
2820	tut	18	00002719	34	12	悟天克斯\n嘿嘿～
2821	tut	18	00002719	35	12	悟天克斯\n就算是现在这个状态，\n只要气力足够，按L键也能变身！
2822	tut	18	00002719	38	12	悟空\n哇哦！\n原来还可以这样啊～
2823	tut	18	00002719	50	13	按下L键，变身为超级赛亚人！
2824	tut	19	00002B01	9	12	悟空\n哦～真了不起！
2825	tut	19	00002B01	12	12	悟天克斯\n对吧～？\n接下来就全交给我吧！
2826	tut	19	00002B01	15	12	悟空\n好！就这么办！！
2827	tut	20	0000271A	11	12	贝吉塔\n……哼。\n听说比克在指导你们修行，\n我才过来看看……
2828	tut	20	0000271A	12	12	贝吉塔\n喂，你们！\n只练了打击攻击吗？
2829	tut	20	0000271A	17	12	特兰克斯\n啊！爸爸！！
2830	tut	20	0000271A	18	12	特兰克斯\n那、那个……\n爸爸也能教我们一些东西吗……
2831	tut	20	0000271A	21	12	特兰克斯\n不、不行吗……？
2832	tut	20	0000271A	24	12	贝吉塔\n也好。
2833	tut	20	0000271A	28	12	贝吉塔\n听好了，你们……\n攻击的基本可不只有打击。
2834	tut	20	0000271A	29	12	贝吉塔\n接近对手时，\n同时按下Y键和B键……
2835	tut	20	0000271A	30	12	贝吉塔\n即使对手正在防御，\n也能无视防御发动攻击。\n这就是投技。
2836	tut	20	0000271A	31	12	贝吉塔\n我来当你们的对手。\n试试看！
2837	tut	20	0000271A	34	12	特兰克斯\n喂，悟天！\n让爸爸看看我们的力量！
2838	tut	20	0000271A	46	13	成功使出投技！
2839	tut	21	00002B02	11	12	贝吉塔\n……唔！\n没想到你们已有这等实力……
2840	tut	21	00002B02	16	12	悟天克斯\n怎、怎么样……
2841	tut	21	00002B02	21	12	贝吉塔\n好，就保持这个势头，\n由我把攻击的精髓教给你们！
2842	tut	22	0000271B	10	12	贝吉塔\n利用对手的气弹，\n在战斗中同样十分重要。
2843	tut	22	0000271B	13	12	悟天克斯\n利用气弹？
2844	tut	22	0000271B	16	12	贝吉塔\n没错……接招！
2845	tut	22	0000271B	28	12	悟天克斯\n痛痛痛痛……
2846	tut	22	0000271B	29	12	悟天克斯\n怎、怎么突然就动手啦……
2847	tut	22	0000271B	32	12	贝吉塔\n啧……连气弹\n都不会弹回去吗？
2848	tut	22	0000271B	33	12	贝吉塔\n把握时机按下X键攻击敌人的气弹，\n就能将其弹回。\n试试看！
2849	tut	22	0000271B	45	13	将气弹弹回！
2850	tut	23	00002B03	9	12	悟天克斯\n呼……呼……
2851	tut	23	00002B03	12	12	贝吉塔\n怎么了！还没结束呢！
2852	tut	23	00002B03	15	12	悟天克斯\n等、等等！\n融、融合快要解除了……\n今天就到这里吧？
2853	tut	23	00002B03	18	12	贝吉塔\n什么？少说这种软弱的话！
2854	tut	23	00002B03	21	12	悟天克斯\n那、那么！\n就这样吧……！
2855	tut	24	0000271C	9	12	悟天克斯\n比克叔叔、比克叔叔！！
2856	tut	24	0000271C	12	12	比克\n怎么了……？
2857	tut	24	0000271C	15	12	悟天克斯\n我有好多\n超帅的必杀技！\n你能看看吗？
2858	tut	24	0000271C	18	12	比克\n哦……必杀技吗。
2859	tut	24	0000271C	19	12	比克\n在那之前，\n你已经掌握气的运用方法了吧？
2860	tut	24	0000271C	20	12	比克\n要发动必杀技，\n气力必须达到50%以上……
